p_name,t_fips,t_cap,ylat,xlong,geometry
Green Pastures II,48275.0,150000.0,33.652956679999996,-99.51820617999999,POINT (-99.51820618000002 33.65295668)
Green Providence Wind I,44007.0,1500.0,41.787125,-71.38443,POINT (-71.38443 41.787125)
Green Providence Wind II,44007.0,3000.0,41.787777,-71.3851435,POINT (-71.3851435 41.787777)
Green River,17103.0,194250.0,41.618091959459456,-89.5428702972973,POINT (-89.54287029729731 41.61809195945946)
Greenfield Wind,19001.0,1600.0,41.29052,-94.488579,POINT (-94.488579 41.29052)
Greenfield Wind Farm,30099.0,29900.0,47.71757592307692,-111.91849976923078,POINT (-111.91849976923079 47.71757592307692)
Greensburg,20097.0,12500.0,37.5498872,-99.3438942,POINT (-99.3438942 37.5498872)
Griffin Trail Wind,48275.0,225600.0,33.610308450000005,-99.5763769875,POINT (-99.57637698749998 33.610308450000005)
Groton,33009.0,48000.0,43.76169108333334,-71.80639075,POINT (-71.80639075 43.76169108333332)
Gruver Wind,40139.0,155100.0,36.531386872727275,-101.40709439999999,POINT (-101.40709439999999 36.531386872727275)
Gulf Wind,48261.0,105600.0,26.95641581818182,-97.59427388636364,POINT (-97.59427388636362 26.95641581818182)
Gulf Wind Repower,48261.0,170200.0,26.981562648648648,-97.56129147297297,POINT (-97.56129147297294 26.981562648648655)
Gunsight,48227.0,119930.0,32.48637265671642,-101.44834114925374,POINT (-101.44834114925371 32.486372656716426)
H & S - Tehachapi,6029.0,1890.0,35.07631438095238,-118.36838780952381,POINT (-118.36838780952381 35.076314380952375)
Hackberry,48417.0,165600.0,32.781499611111116,-99.45857969444445,POINT (-99.45857969444442 32.781499611111116)
Hale Wind,48189.0,478000.0,33.95008828870293,-101.65079575732217,POINT (-101.65079575732226 33.95008828870292)
Hancock,23009.0,51000.0,44.76191929411765,-68.14279805882353,POINT (-68.14279805882353 44.76191929411764)
Hancock County Wind Farm,19081.0,100048.0,43.011948027027024,-93.68244307432433,POINT (-93.68244307432438 43.01194802702701)
Happy Jack,56021.0,29400.0,41.13989278571428,-104.99414671428572,POINT (-104.99414671428572 41.13989278571428)
Harbec Plastics,36117.0,1100.0,43.226522,-77.360939,POINT (-77.360939 43.226522)
Harbor Wind,48355.0,9000.0,27.831808499999998,-97.43915033333333,POINT (-97.43915033333333 27.831808500000005)
Hardin-Hilltop,19073.0,14700.0,42.085578428571424,-94.35059271428572,POINT (-94.3505927142857 42.08557842857143)
Hardscrabble,36043.0,74000.0,43.14359886486486,-74.89501694594595,POINT (-74.89501694594594 43.14359886486485)
Harpster Wind,39175.0,1500.0,40.718292,-83.228584,POINT (-83.228584 40.718292)
Harvest II,26063.0,59400.0,43.82953903030303,-83.20806842424243,POINT (-83.20806842424241 43.82953903030303)
Harvest Wind Farm,26063.0,151700.0,44.95782645333333,-104.47880886666667,POINT (-104.47880886666665 44.95782645333335)
Hatchett Ridge,6089.0,101200.0,40.890406704545455,-121.7940564090909,POINT (-121.79405640909091 40.890406704545455)
Haviland Wind Project,39125.0,4500.0,41.019691333333334,-84.58799499999999,POINT (-84.58799499999999 41.019691333333334)
Hawi Renewable,15001.0,10560.0,20.2563014375,-155.8506718125,POINT (-155.8506718125 20.2563014375)
Hawkeye,19065.0,37500.0,42.93114813333333,-92.02946320000001,POINT (-92.0294632 42.93114813333334)
Hay Canyon,41055.0,100800.0,45.50689889583333,-120.58389222916666,POINT (-120.58389222916672 45.50689889583333)
Haystack,31179.0,225000.0,42.2488692,-97.19920802222222,POINT (-97.19920802222221 42.2488692)
Headwaters,18135.0,200000.0,40.08429843,-85.01431064,POINT (-85.01431063999995 40.08429842999999)
Headwaters II,18135.0,178800.0,40.07623075,-85.1736885909091,POINT (-85.17368859090908 40.07623075)
Heart of Texas,48307.0,179880.0,31.2406419375,-99.42167628125,POINT (-99.42167628125001 31.2406419375)
Heartland Community College,17113.0,1650.0,40.536694,-89.018791,POINT (-89.018791 40.536694)
Heartland Divide,19009.0,86800.0,41.734509527777774,-94.826412,POINT (-94.82641200000002 41.73450952777777)
Heartland Divide Wind II,19009.0,199400.0,41.79640020833333,-94.88746297222222,POINT (-94.8874629722222 41.796400208333324)
Heartland Farms Wind,26057.0,200400.0,43.22728894444444,-84.70691618055555,POINT (-84.70691618055558 43.227288944444474)
Helena Wind,48025.0,264000.0,28.61926572727273,-97.94064021212121,POINT (-97.94064021212117 28.619265727272726)
Hereford 1,48117.0,199900.0,34.7657763173077,-102.26297020192307,POINT (-102.26297020192307 34.76577631730772)
Heritage Garden,26041.0,28000.0,45.79964385714286,-86.54291578571429,POINT (-86.54291578571427 45.79964385714286)
Hidalgo,48427.0,150000.0,26.50162733333333,-98.44783377333333,POINT (-98.44783377333336 26.501627333333328)
Hidalgo II,48215.0,150400.0,26.50699284375,-98.39374696875,POINT (-98.39374696875002 26.506992843749995)
High Banks Wind Project,20157.0,643440.0,39.8293867639485,-97.46276787553649,POINT (-97.46276787553644 39.8293867639485)
High Lonesome,35057.0,549335.0,31.840007,-102.81385025824176,POINT (-102.81385025824173 31.840006999999986)
High Lonesome Expansion,48461.0,50600.0,31.125507954545455,-101.92335063636364,POINT (-101.92335063636364 31.12550795454546)
High Mesa,16039.0,39900.0,42.891936105263156,-115.04018778947368,POINT (-115.04018778947368 42.89193610526316)
High Plains,56001.0,122100.0,41.67507015151515,-106.0111554090909,POINT (-106.01115540909092 41.67507015151514)
High Prairie,29197.0,400000.0,40.363276371428576,-92.46921430857144,POINT (-92.46921430857142 40.36327637142856)
High Sheldon,36121.0,112500.0,42.7440134,-78.39379154666666,POINT (-78.39379154666663 42.7440134)
High Winds,6095.0,162000.0,38.1308894,-121.802868,POINT (-121.80286800000002 38.1308894)
Highland I,19141.0,495006.0,43.058125933649286,-95.58762925592417,POINT (-95.58762925592423 43.05812593364926)
Highland II,19141.0,7038.0,43.06659333333334,-95.586212,POINT (-95.586212 43.06659333333332)
Highland North,42021.0,75000.0,40.32184556666667,-78.6784971,POINT (-78.6784971 40.32184556666666)
Highland Wind Project,42021.0,62500.0,40.27493636,-78.70028927999999,POINT (-78.70028927999999 40.27493636)
HillTopper,17107.0,185000.0,40.001327608108106,-89.35053506756756,POINT (-89.3505350675676 40.00132760810812)
Hilltop Power,27117.0,2000.0,43.9128,-96.193085,POINT (-96.193085 43.9128)
Hog Creek,39065.0,66000.0,40.789454500000005,-83.71504490000001,POINT (-83.71504490000001 40.7894545)
Holcim - Paulding Wind Project,39125.0,4500.0,41.189889,-84.61282833333333,POINT (-84.61282833333334 41.189889)
Holiday Hill Community Wind,25013.0,5000.0,42.212663500000005,-72.871151,POINT (-72.871151 42.212663500000005)
Honda Plant,39091.0,3400.0,40.447702500000005,-83.892563,POINT (-83.892563 40.447702500000005)
Hoopeston Wind,17183.0,98000.0,40.39439853061225,-87.77664728571429,POINT (-87.77664728571429 40.39439853061225)
Hoosac,25003.0,28500.0,42.72293610526316,-73.03268763157895,POINT (-73.03268763157895 42.72293610526316)
Hoosier,18007.0,106000.0,40.712971283018874,-87.23005620754718,POINT (-87.23005620754716 40.712971283018874)
Hopkins Ridge II,53013.0,7200.0,46.43259325,-117.80546,POINT (-117.80546 46.432593250000004)
Hopkins Ridge Wind Project,53013.0,149400.0,46.4356321686747,-117.83150261445783,POINT (-117.83150261445775 46.43563216867469)
Horizon Hill Wind,40083.0,201600.0,35.998480823529405,-97.59677058823529,POINT (-97.59677058823529 35.998480823529405)
Horse Butte,16019.0,57600.0,43.404834625,-111.73945378125,POINT (-111.73945378125002 43.404834625)
Horse Creek Wind,48275.0,230000.0,33.35810393,-99.5414586,POINT (-99.54145859999998 33.35810392999999)
Horse Hollow Expansion,48441.0,3000.0,32.243198500000005,-100.024704,POINT (-100.024704 32.243198500000005)
Horse Hollow II,48441.0,299000.0,32.24630937692308,-100.1093295,POINT (-100.10932950000002 32.24630937692308)
Horse Hollow III,48353.0,223500.0,32.276083228187915,-100.2760650738255,POINT (-100.27606507382544 32.276083228187915)
Horse Hollow Wind Energy Center,48441.0,210000.0,32.22468503571429,-100.05079485,POINT (-100.05079485000003 32.2246850357143)
Horseshoe Bend,41021.0,319000.0,45.58109325,-120.00648503448276,POINT (-120.00648503448278 45.58109325)
Horseshoe Bend/ranch pit,30013.0,9000.0,47.50050933333333,-111.43786999999999,POINT (-111.43787000000002 47.50050933333333)
Howard,36101.0,55350.0,42.31271614814815,-77.53695618518519,POINT (-77.5369561851852 42.31271614814815)
Hubbard,48217.0,301360.0,31.743411601851854,-96.85267107407408,POINT (-96.85267107407407 31.74341160185186)
Huerfano River,8055.0,8000.0,37.7751505,-104.83057600000001,POINT (-104.830576 37.775150499999995)
Hull Wind Phase II,25023.0,1800.0,42.261192,-70.856598,POINT (-70.856598 42.261192)
IDGWP,19109.0,2250.0,43.03490166666666,-94.14083333333333,POINT (-94.14083333333333 43.03490166666666)
Ida Grove,19093.0,301060.0,42.31372873880597,-95.41686615671642,POINT (-95.41686615671641 42.31372873880602)
Ida Grove II,19093.0,202360.0,42.41445818518518,-95.47182277777777,POINT (-95.47182277777777 42.41445818518518)
Illinois Rural Electric Cooperative,17149.0,1650.0,39.618793,-90.846191,POINT (-90.846191 39.618793)
Inadale (Roscoe IV),48151.0,197000.0,32.50753813197969,-100.58118447208122,POINT (-100.58118447208126 32.50753813197971)
Independence Wind Farm,19055.0,55360.0,42.409203000000005,-91.53104435,POINT (-91.53104434999999 42.409203000000005)
Indian Mesa,48371.0,82500.0,30.942637616,-102.195567144,POINT (-102.19556714400001 30.942637616000017)
Indian Mesa / Aeolus,48195.0,3000.0,36.472694,-101.327888,POINT (-101.327888 36.472694)
Indiana Crossroads,18181.0,298200.0,40.686453309859154,-86.88502971830987,POINT (-86.88502971830982 40.68645330985917)
Indiana Crossroads II,18181.0,201600.0,40.81516019047619,-87.02639880952381,POINT (-87.02639880952381 40.815160190476185)
Inertia Wind Project,48207.0,301260.0,33.18213575925926,-99.56026287037038,POINT (-99.56026287037038 33.18213575925926)
Inland Empire Utility Agency,6071.0,1000.0,34.084896,-117.52639,POINT (-117.52639 34.084896)
Intrepid,19161.0,160500.0,42.5187034953271,-95.31383978504674,POINT (-95.31383978504674 42.5187034953271)
Intrepid Expansion,19021.0,15000.0,42.5499364,-95.36298886666667,POINT (-95.36298886666668 42.5499364)
Iowa Lakes Community College,19063.0,1650.0,43.385403,-94.81562,POINT (-94.81562 43.385403)
Iowa Lakes Lakota Wind,19109.0,10500.0,43.37645828571429,-94.13583700000001,POINT (-94.13583700000001 43.376458285714286)
Iowa Lakes Superior Wind,19059.0,10500.0,43.44596371428572,-94.98053528571428,POINT (-94.9805352857143 43.44596371428572)
Ipswich,25009.0,1600.0,42.716091,-70.841103,POINT (-70.841103 42.716091)
Ipswich II,25009.0,2000.0,42.717293,-70.846397,POINT (-70.846397 42.717293)
Irish Creek Wind,20117.0,299360.0,39.67647707407408,-96.49362516666667,POINT (-96.49362516666666 39.676477074074064)
Iron Star,20057.0,297600.0,37.65261901612903,-100.01435575806451,POINT (-100.01435575806455 37.65261901612904)
Ironwood I,20057.0,167900.0,37.81426815068493,-99.7622795890411,POINT (-99.76227958904111 37.81426815068494)
Isabella I & II,26073.0,383520.0,43.69215048529412,-84.85694461764706,POINT (-84.85694461764702 43.69215048529411)
Ivester,19075.0,90825.0,42.34166848571428,-92.940307,POINT (-92.940307 42.34166848571428)
JD Wind 10,48341.0,10000.0,35.961395,-101.8022525,POINT (-101.80225250000001 35.961395)
JD Wind 11,48341.0,10000.0,35.814881375,-101.98184025,POINT (-101.98184024999999 35.814881375)
JD Wind 4,48195.0,79800.0,36.392496289473684,-101.37542760526316,POINT (-101.37542760526316 36.3924962894737)
JD Wind 7,48341.0,10000.0,35.99852,-101.857353125,POINT (-101.857353125 35.99852)
JD Wind 8,48341.0,10000.0,36.026405875,-101.89081575,POINT (-101.89081575 36.026405875)
JD Wind 9,48341.0,8750.0,35.809434571428575,-101.99438271428572,POINT (-101.9943827142857 35.809434571428575)
JD Wind Phase V,48421.0,10000.0,36.445496,-101.86860287500001,POINT (-101.868602875 36.445496)
JD Wind VI,48421.0,10000.0,36.466994,-101.8140525,POINT (-101.8140525 36.466994)
JJN Wind Farm,27081.0,1500.0,44.280891,-96.391891,POINT (-96.391891 44.280891)
Javelina,48479.0,249690.0,27.334744301587303,-98.98859915873015,POINT (-98.98859915873014 27.334744301587293)
Javelina II,48479.0,200000.0,27.459361960000003,-98.91709154,POINT (-98.91709153999999 27.45936196000001)
Jayhawk,20011.0,197400.0,37.69944754285714,-95.00499057142856,POINT (-95.00499057142854 37.69944754285714)
Jeffers,27033.0,50000.0,44.0565136,-95.25642975,POINT (-95.25642975000001 44.0565136)
Jericho Mountain,33007.0,14250.0,44.4685892,-71.2228026,POINT (-71.2228026 44.4685892)
Jericho Rise,36033.0,77700.0,44.883082513513514,-74.09657116216216,POINT (-74.09657116216215 44.883082513513514)
Jersey Atlantic Wind Farm,34001.0,7500.0,39.3819724,-74.44834,POINT (-74.44834 39.3819724)
Jett Creek,41001.0,10000.0,44.425554,-117.2682754,POINT (-117.2682754 44.425554)
Jiminy Peak Ski Resort,25003.0,1500.0,42.543793,-73.292801,POINT (-73.292801 42.543793)
Jordan Creek,18171.0,390640.0,40.408015746575344,-87.44222637671233,POINT (-87.44222637671233 40.40801574657534)
Judith Gap,30107.0,135000.0,46.570206033333335,-109.75113691111112,POINT (-109.75113691111113 46.57020603333333)
Jumbo Hill,48003.0,160740.0,32.394541543859646,-102.94089408771929,POINT (-102.94089408771933 32.39454154385965)
Jumbo Road,48069.0,299700.0,34.712265246913574,-102.24931347530864,POINT (-102.24931347530864 34.71226524691358)
Junction Hilltop Wind,19073.0,8000.0,42.098493,-94.2690324,POINT (-94.2690324 42.098493)
Juniper Canyon,53039.0,151200.0,45.917063206349205,-120.2178441111111,POINT (-120.21784411111108 45.91706320634919)
KODE Novus II,40139.0,20000.0,36.6042829,-101.452021,POINT (-101.45202099999999 36.6042829)
Kaheawa (Maalaea),15009.0,30000.0,20.81413625,-156.5505264,POINT (-156.55052639999997 20.814136249999997)
Kaheawa Wind II,15009.0,21000.0,20.79466135714286,-156.535833,POINT (-156.53583299999997 20.79466135714286)
Kahuku,15003.0,30000.0,21.6809635,-157.97470475,POINT (-157.97470474999997 21.6809635)
Karankawa,48025.0,307460.0,28.138170524193548,-97.74946137096774,POINT (-97.74946137096775 28.138170524193555)
Karen Avenue Windfarm,6065.0,11700.0,33.92097375,-116.55904774999999,POINT (-116.55904775 33.920973749999995)
Kas Farms,27117.0,1500.0,44.0123155,-96.113968,POINT (-96.113968 44.0123155)
Kawailoa Wind,15003.0,69000.0,21.608477,-158.0419235,POINT (-158.0419235 21.608477000000004)
Kay Wind,40071.0,299000.0,36.946116207692306,-97.17587857692307,POINT (-97.17587857692308 36.94611620769229)
Keechi,48237.0,110000.0,33.14851049090909,-98.16408741818182,POINT (-98.16408741818182 33.14851049090909)
Keenan II,40153.0,151800.0,36.276810560606066,-99.50489521212121,POINT (-99.50489521212124 36.27681056060607)
Kelly Creek,17053.0,184000.0,40.97772255434783,-88.19296221739131,POINT (-88.1929622173913 40.977722554347835)
Kibby Mountain II,23007.0,66000.0,45.33522786363636,-70.56640868181817,POINT (-70.56640868181817 45.33522786363637)
"Kibby Mountain, phase I",23007.0,66000.0,45.39306836363637,-70.53512640909092,POINT (-70.53512640909092 45.39306836363637)
Kimball Wind Farm,31105.0,30000.0,41.29487325,-103.70999016666667,POINT (-103.70999016666666 41.29487325)
King Creek 1,48447.0,396600.0,33.24626402083333,-99.42622995833334,POINT (-99.42622995833335 33.24626402083334)
King Mtn. Wind Ranch,48461.0,278200.0,31.243615551401867,-102.2131124906542,POINT (-102.2131124906542 31.243615551401863)
King Plains,40103.0,248160.0,36.395199806818184,-97.45081220454546,POINT (-97.45081220454544 36.395199806818184)
Kingdom Community Wind,50019.0,63000.0,44.75059461904762,-72.42503576190477,POINT (-72.42503576190477 44.75059461904762)
Kingfisher Wind,40073.0,296000.0,35.73121199324324,-97.86036962162163,POINT (-97.8603696216216 35.73121199324325)
Kingman,4015.0,10000.0,35.145736,-114.0678696,POINT (-114.0678696 35.145736)
Kingman Wind Energy Center,20095.0,206550.0,37.55616451666666,-98.27077296666667,POINT (-98.27077296666668 37.55616451666666)
Kings Point,29109.0,149400.0,37.28456084057971,-94.04852859420289,POINT (-94.04852859420292 37.284560840579715)
Kingston,25023.0,2000.0,41.97879,-70.715897,POINT (-70.715897 41.97879)
Kirkwood Community College,19113.0,2500.0,41.916592,-91.650894,POINT (-91.650894 41.916592)
Kit Carson Project,8063.0,51000.0,39.36791664705883,-102.32884620588234,POINT (-102.32884620588239 39.36791664705882)
Klondike I,41055.0,25500.0,46.421270529411764,-122.24938429411765,POINT (-122.24938429411765 46.42127052941177)
Klondike II,41055.0,80000.0,45.58252478,-120.58114101999999,POINT (-120.58114102000002 45.58252477999999)
Klondike III,41055.0,221200.0,45.57901855645161,-120.56279964516129,POINT (-120.56279964516136 45.57901855645162)
Klondike IIIA,41055.0,78000.0,45.55885365384616,-120.56081076923077,POINT (-120.56081076923076 45.55885365384615)
Kodiak Island Wind Project,2150.0,4500.0,57.786765,-152.44327766666666,POINT (-152.44327766666666 57.786765)
Kossuth,19109.0,152200.0,42.99165,-94.09881973214286,POINT (-94.09881973214284 42.99164999999999)
Kossuth County Wind,19109.0,67080.0,43.029698958333334,-94.11229233333334,POINT (-94.11229233333334 43.02969895833334)
Kotzebue Wind Project,2188.0,1900.0,66.835106,-162.56023666666667,POINT (-162.56023666666667 66.83510600000001)
Kumeyaay Phase I,6073.0,50000.0,32.71703076,-116.33858424,POINT (-116.33858424 32.71703076)
La Chalupa,48061.0,173250.0,26.245657072727273,-97.5070274909091,POINT (-97.50702749090912 26.24565707272727)
La Joya,35057.0,212800.0,34.60884692105263,-105.66283146052632,POINT (-105.66283146052633 34.608846921052645)
La Joya II,35057.0,91875.0,34.59951965714286,-105.68998434285714,POINT (-105.68998434285716 34.599519657142864)
Lacy Creek,48173.0,2520.0,31.679705,-101.28286,POINT (-101.28286 31.679705)
Lacy Creek Wind Project (Edmondson Ranch Wind Energy),48173.0,298740.0,31.726655056074765,-101.29211525233646,POINT (-101.29211525233646 31.72665505607477)
Lake Benton I,27081.0,104250.0,44.326711611510795,-96.37900597122302,POINT (-96.37900597122301 44.3267116115108)
Lake Benton II Repower,27117.0,100200.0,44.14969845454545,-96.16141556818182,POINT (-96.16141556818182 44.149698454545444)
Lake Region State College Wind Turbine,38071.0,1600.0,48.166393,-98.888092,POINT (-98.888092 48.166393)
Lake Winds,26105.0,100800.0,43.86887278571429,-86.35331253571428,POINT (-86.35331253571427 43.868872785714295)
Lakefield,27063.0,205500.0,43.67217284671533,-95.14048560583942,POINT (-95.14048560583942 43.67217284671529)
Lakeswind,27027.0,48000.0,46.7136091875,-96.23815296875,POINT (-96.23815296875 46.7136091875)
Lakota Ridge,27081.0,12250.0,44.3841118,-96.43564473333335,POINT (-96.43564473333335 44.38411180000001)
Lakota Wind,27091.0,1900.0,43.571449,-94.450962,POINT (-94.450962 43.571449)
Lalamilo Wells Repowering,15001.0,3300.0,19.9874356,-155.7657898,POINT (-155.7657898 19.9874356)
Lamar III,8009.0,1500.0,37.362293,-102.650894,POINT (-102.650894 37.362293)
Lamar Municipal,8099.0,6000.0,38.032696,-102.5335275,POINT (-102.5335275 38.032696)
Langdon,38019.0,126420.0,48.61815955696203,-98.30419308860759,POINT (-98.30419308860755 48.61815955696203)
Langdon - OTP,38019.0,40500.0,48.71305140740741,-98.24890185185185,POINT (-98.24890185185184 48.713051407407406)
Langdon II,38019.0,43740.0,48.63136044444445,-98.29146129629629,POINT (-98.29146129629632 48.631360444444454)
Langford,48451.0,160000.0,31.124172910000002,-100.6635945,POINT (-100.6635945 31.124172909999988)
Laredo Ridge,31011.0,81000.0,41.879491037037035,-98.02215962962963,POINT (-98.02215962962958 41.87949103703703)
Las Lomas,48505.0,201600.0,26.710410104166666,-99.03679418749999,POINT (-99.03679418750004 26.71041010416667)
Las Majadas,48489.0,273600.0,26.364847288,-97.545345888,POINT (-97.54534588800003 26.364847288000007)
Latigo,49037.0,62100.0,37.894069555555554,-109.38500400000001,POINT (-109.38500400000001 37.89406955555556)
Laurel,19127.0,123280.0,41.89179051923077,-92.98377525000001,POINT (-92.98377525 41.89179051923077)
Laurel Hill,42081.0,69000.0,41.5319773,-77.03009863333334,POINT (-77.03009863333332 41.53197729999999)
Laurel Mountain,54001.0,100600.0,39.00077824590164,-79.8869454262295,POINT (-79.8869454262295 39.00077824590164)
Leaning Juniper,41021.0,109200.0,45.65245949253731,-120.2097664477612,POINT (-120.2097664477612 45.6524594925373)
Leaning Juniper II,41021.0,201300.0,45.62172362393162,-120.18557747008546,POINT (-120.18557747008546 45.6217236239316)
Ledyard Windpower,19109.0,207000.0,43.44049556521739,-94.10771576086957,POINT (-94.10771576086957 43.440495565217404)
Lee/DeKalb,17037.0,217500.0,41.81195996551724,-88.88534052413793,POINT (-88.88534052413792 41.81195996551723)
Lempster,33019.0,24000.0,43.233831583333334,-72.14536541666666,POINT (-72.14536541666666 43.233831583333334)
Lime Wind,41001.0,3000.0,44.39690916666667,-117.27273183333334,POINT (-117.27273183333334 44.39690916666666)
Limestone Wind,48293.0,292400.0,31.82510856976744,-96.67055772093023,POINT (-96.67055772093022 31.82510856976744)
Limon I,8073.0,200000.0,39.396270128,-103.64199904,POINT (-103.64199903999999 39.39627012800002)
Limon II,8073.0,200000.0,39.334902016,-103.564749496,POINT (-103.56474949600005 39.33490201600001)
Limon III,8073.0,200600.0,39.354389305084744,-103.39627527966101,POINT (-103.396275279661 39.354389305084766)
Lincoln Electric,39035.0,2500.0,41.58469,-81.525696,POINT (-81.525696 41.58469)
Lincoln Land,17137.0,301740.0,39.696833598130844,-90.06272699065421,POINT (-90.06272699065417 39.69683359813085)
Lincoln Wind Energy Facility,31109.0,1320.0,40.903761,-96.6248245,POINT (-96.6248245 40.903761)
Lindahl,38105.0,150000.0,48.526087733333334,-102.96785454666666,POINT (-102.96785454666667 48.52608773333334)
Linden,53039.0,50000.0,45.74429388000001,-120.78347012,POINT (-120.78347012 45.744293879999994)
Little Blue Wind,31181.0,221200.0,40.257374825581394,-98.65667297674419,POINT (-98.65667297674419 40.25737482558139)
Little Cedar,19131.0,1500.0,43.384392,-92.760696,POINT (-92.760696 43.384392)
Little Elk,40149.0,74000.0,35.19782664864865,-98.90665743243244,POINT (-98.90665743243244 35.19782664864865)
Live Oak,48413.0,199500.0,31.039204486842106,-100.6535692368421,POINT (-100.65356923684209 31.039204486842095)
Llano Estacado Wind Ranch at Texico II,35009.0,1320.0,34.357452499999994,-103.05587349999999,POINT (-103.05587349999999 34.357452499999994)
Llano Estacado Wind Ranch at White Deer,48065.0,80000.0,35.466837675,-101.2300212,POINT (-101.2300212 35.46683767499999)
Lockett,48487.0,183750.0,34.080090240000004,-99.25085298666666,POINT (-99.25085298666669 34.08009023999999)
Locust Ridge,42037.0,26000.0,40.81511030769231,-76.30110223076923,POINT (-76.30110223076923 40.81511030769231)
Locust Ridge II,42107.0,102000.0,40.84174190196078,-76.18426698039217,POINT (-76.18426698039217 40.84174190196078)
Loess Hills Wind Project,29005.0,5000.0,40.411967000000004,-95.538866,POINT (-95.53886599999998 40.411967000000004)
Logan's Gap Wind,48093.0,200100.0,31.817490839080456,-98.69413706896552,POINT (-98.69413706896553 31.817490839080453)
Lone Star I,48417.0,200000.0,32.60956629,-99.50207827,POINT (-99.50207827 32.60956628999999)
Lone Star II,48059.0,200000.0,32.53239347,-99.51092714,POINT (-99.51092714 32.53239347000001)
Lone Tree,17011.0,88100.0,41.20894215625,-89.60192775,POINT (-89.60192774999997 41.208942156250004)
Longhorn,48153.0,200000.0,34.30919196,-101.24259451,POINT (-101.24259450999996 34.30919196000001)
Lookout,42111.0,37800.0,39.86524722222222,-78.93211927777777,POINT (-78.93211927777776 39.86524722222222)
Loraine,48335.0,102000.0,32.46270138235294,-100.73843320588236,POINT (-100.7384332058824 32.46270138235295)
Loraine II,48335.0,48000.0,32.4255565625,-100.67607021875,POINT (-100.67607021875001 32.425556562500006)
Lorenzo Winds,48107.0,80460.0,33.744884666666664,-101.47817863888889,POINT (-101.47817863888889 33.74488466666667)
Los Vientos I,48489.0,200100.0,26.326554149425284,-97.58716842528736,POINT (-97.58716842528737 26.326554149425295)
Los Vientos II,48489.0,201600.0,26.348169773809527,-97.68056645238096,POINT (-97.68056645238093 26.348169773809527)
Los Vientos III,48427.0,200000.0,26.482099830000003,-98.59040009,POINT (-98.59040008999995 26.482099829999996)
Los Vientos IV,48427.0,200000.0,26.56993258,-98.68619505000001,POINT (-98.68619505000001 26.569932580000003)
Los Vientos V,48427.0,110000.0,26.39879970909091,-98.57241381818181,POINT (-98.57241381818183 26.398799709090913)
Lost Creek Ridge Wind Farm,29063.0,150000.0,39.98894686,-94.50754508,POINT (-94.50754508000001 39.98894686000001)
Lost Lakes Wind Farm,19059.0,100650.0,43.34363927868853,-95.27757236065574,POINT (-95.27757236065571 43.343639278688514)
Lower Snake River Phase I,53023.0,342700.0,46.52270836912752,-117.8187189865772,POINT (-117.81871898657717 46.522708369127514)
Lubbock Wind Ranch,48303.0,7500.0,33.569294,-101.76209,POINT (-101.76209 33.569294)
Lundgren,19187.0,251022.0,42.3378828411215,-94.1847769906542,POINT (-94.18477699065419 42.33788284112151)
Luther College,19191.0,1600.0,43.309093,-91.817696,POINT (-91.817696 43.309093)
Luverne,38091.0,49500.0,47.34345272727273,-97.92885196969696,POINT (-97.92885196969695 47.34345272727273)
MWRA Deer Island,25025.0,1200.0,42.346472000000006,-70.956871,POINT (-70.956871 42.346472000000006)
Macho Springs Wind Farm I,35029.0,50400.0,32.555684642857145,-107.50901232142857,POINT (-107.50901232142856 32.55568464285715)
Mackinaw City (Bay Windpower I),26047.0,1800.0,45.7618025,-84.73994099999999,POINT (-84.73994099999999 45.7618025)
Macksburg,19121.0,119646.0,41.205640196078434,-94.13772862745098,POINT (-94.13772862745098 41.20564019607844)
Madison Windpower,36053.0,11550.0,42.89491942857143,-75.45203957142857,POINT (-75.45203957142857 42.89491942857143)
Magic Valley,48489.0,203280.0,26.462486598214287,-97.67926869642858,POINT (-97.6792686964286 26.462486598214298)
Majestic,48065.0,84800.0,35.403326188679245,-101.52562532075471,POINT (-101.52562532075474 35.40332618867925)
Majestic II,48065.0,79600.0,35.38981603921568,-101.58776929411765,POINT (-101.58776929411766 35.38981603921568)
Mammoth Plains,40043.0,198900.0,35.978202940170945,-98.69177532478632,POINT (-98.69177532478635 35.97820294017096)
Mann Packing,6053.0,1700.0,36.503963,-121.453575,POINT (-121.453575 36.503963)
Manzana Winds,6029.0,189000.0,34.93270171428572,-118.46127135714286,POINT (-118.46127135714289 34.93270171428573)
Maple Ridge,36049.0,184800.0,43.747381437499996,-75.5533175,POINT (-75.5533175 43.74738143750001)
Maple Ridge (Lowville),36049.0,135300.0,43.80786052439024,-75.62250359756098,POINT (-75.62250359756095 43.80786052439024)
Maple Ridge I,36049.0,1650.0,43.791592,-75.627747,POINT (-75.627747 43.791592)
Marble River,36019.0,215250.0,44.92812828571429,-73.93881595714286,POINT (-73.93881595714286 44.9281282857143)
Marengo I,53013.0,156000.0,46.386121102564104,-117.76766997435898,POINT (-117.76766997435894 46.386121102564125)
Marengo II,53013.0,78000.0,46.36031212820513,-117.85120689743589,POINT (-117.85120689743589 46.36031212820513)
Mariah North Wind,48369.0,230400.0,34.71607395833333,-102.710507375,POINT (-102.71050737500002 34.716073958333325)
Mars Hill,23003.0,42000.0,46.54421607142857,-67.81106214285714,POINT (-67.81106214285714 46.54421607142857)
